customer_id,recency,frequency,monetary,first_order,last_order,reference_date,r_score,f_score,m_score,rfm_score,segment,recommended_action
CUST001007,505.0,4,199.26,2024-11-30,2025-04-13,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST001008,94.0,2,130.92000000000002,2026-04-23,2026-05-29,2026-08-31,4,2,3,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001009,639.0,1,108.5,2024-11-30,2024-11-30,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001010,100.0,2,94.43,2026-04-13,2026-05-23,2026-08-31,4,2,2,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001011,29.0,1,10.51,2026-08-02,2026-08-02,2026-08-31,5,1,1,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST001012,500.0,1,177.74,2025-04-18,2025-04-18,2026-08-31,1,1,3,5,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001013,203.0,2,110.6,2026-01-21,2026-02-09,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST001014,33.0,7,5974.06,2025-05-16,2026-07-29,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001015,158.0,2,190.89,2026-01-08,2026-03-26,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST001016,45.0,14,1014.35,2024-09-17,2026-07-17,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001017,289.0,1,36.87,2025-11-15,2025-11-15,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001018,622.0,1,219.57,2024-12-17,2024-12-17,2026-08-31,1,1,3,5,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001019,42.0,12,1314.58,2024-11-22,2026-07-20,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001020,121.0,3,114.16,2026-01-19,2026-05-02,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST001021,323.0,4,145.45,2025-05-07,2025-10-12,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST001022,241.0,1,30.78,2026-01-02,2026-01-02,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001023,9.0,5,2796.72,2026-01-22,2026-08-22,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001024,106.0,1,201.18,2026-05-17,2026-05-17,2026-08-31,4,1,3,8,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST001025,383.0,1,27.55,2025-08-13,2025-08-13,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001026,136.0,2,143.32,2026-01-02,2026-04-17,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST001027,679.0,2,60.620000000000005,2024-09-14,2024-10-21,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST001028,35.0,5,261.76,2025-11-23,2026-07-27,2026-08-31,5,4,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001029,638.0,1,13.56,2024-12-01,2024-12-01,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001030,59.0,3,157.22,2025-11-05,2026-07-03,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001031,475.0,1,7.92,2025-05-13,2025-05-13,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001032,243.0,1,49.29,2025-12-31,2025-12-31,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001033,664.0,1,52.44,2024-11-05,2024-11-05,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001034,472.0,3,198.29000000000002,2025-01-09,2025-05-16,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST001035,39.0,2,79.33,2026-05-11,2026-07-23,2026-08-31,5,2,2,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001036,378.0,1,81.78,2025-08-18,2025-08-18,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001037,78.0,2,88.1,2026-04-25,2026-06-14,2026-08-31,4,2,2,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001038,96.0,2,97.24,2026-01-28,2026-05-27,2026-08-31,4,2,2,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001039,67.0,2,100.57,2026-03-17,2026-06-25,2026-08-31,4,2,2,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001040,23.0,10,572.9200000000001,2025-08-14,2026-08-08,2026-08-31,5,5,4,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001041,44.0,11,888.75,2024-10-01,2026-07-18,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001042,412.0,1,18.56,2025-07-15,2025-07-15,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001043,,0,0.0,,,2026-08-31,,,,,No Purchase History,Investigate: no purchase history -- confirm signup funnel / re-engage with welcome offer.
CUST001044,119.0,1,116.92,2026-05-04,2026-05-04,2026-08-31,3,1,3,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST001045,46.0,10,1192.0,2024-11-08,2026-07-16,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001046,190.0,4,144.39,2025-10-05,2026-02-22,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST001047,77.0,8,512.14,2025-04-18,2026-06-15,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001048,512.0,4,171.42000000000002,2024-11-29,2025-04-06,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST001049,683.0,1,122.79,2024-10-17,2024-10-17,2026-08-31,1,1,3,5,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001050,128.0,6,417.72,2025-04-10,2026-04-25,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST001051,198.0,1,39.64,2026-02-14,2026-02-14,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST001052,59.0,8,671.0,2025-03-10,2026-07-03,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001053,139.0,5,237.43,2025-11-03,2026-04-14,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST001054,56.0,11,682.17,2024-09-17,2026-07-06,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001055,54.0,4,189.69,2025-11-26,2026-07-08,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001056,529.0,1,18.82,2025-03-20,2025-03-20,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001057,534.0,1,18.81,2025-03-15,2025-03-15,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001058,194.0,2,93.5,2026-01-31,2026-02-18,2026-08-31,3,2,2,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST001059,390.0,1,45.92,2025-08-06,2025-08-06,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001060,93.0,1,108.73,2026-05-30,2026-05-30,2026-08-31,4,1,2,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST001061,19.0,7,4852.030000000001,2025-03-28,2026-08-12,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001062,342.0,1,64.96,2025-09-23,2025-09-23,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001063,42.0,2,55.51,2026-05-11,2026-07-20,2026-08-31,5,2,2,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001064,535.0,1,61.38,2025-03-14,2025-03-14,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001065,66.0,2,163.81,2026-06-05,2026-06-26,2026-08-31,4,2,3,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001066,28.0,7,5008.82,2026-01-04,2026-08-03,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001067,59.0,6,301.4,2025-05-26,2026-07-03,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001068,452.0,1,34.16,2025-06-05,2025-06-05,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001069,29.0,10,1758.47,2024-09-27,2026-08-02,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001070,218.0,4,240.75,2025-06-29,2026-01-25,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST001071,637.0,2,61.599999999999994,2024-10-09,2024-12-02,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST001072,220.0,1,14.98,2026-01-23,2026-01-23,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST001073,91.0,4,151.32,2025-12-17,2026-06-01,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001074,577.0,1,36.57,2025-01-31,2025-01-31,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001075,532.0,3,177.21,2024-12-08,2025-03-17,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST001076,240.0,5,248.32999999999998,2024-09-18,2026-01-03,2026-08-31,2,4,4,10,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST001077,431.0,1,110.89,2025-06-26,2025-06-26,2026-08-31,2,1,3,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001078,224.0,2,112.07000000000001,2025-11-24,2026-01-19,2026-08-31,2,2,3,7,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001079,169.0,1,140.44,2026-03-15,2026-03-15,2026-08-31,3,1,3,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST001080,157.0,3,249.63,2025-11-06,2026-03-27,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST001081,181.0,4,295.65,2025-09-28,2026-03-03,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST001082,550.0,1,25.23,2025-02-27,2025-02-27,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001083,514.0,4,77.75,2024-11-21,2025-04-04,2026-08-31,1,3,2,6,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST001084,572.0,2,49.02,2024-11-16,2025-02-05,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST001085,10.0,10,9673.88,2024-10-12,2026-08-21,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001086,221.0,1,25.25,2026-01-22,2026-01-22,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001087,449.0,3,224.14999999999998,2025-03-12,2025-06-08,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST001088,561.0,2,62.46,2024-10-21,2025-02-16,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST001089,145.0,5,209.78,2025-08-12,2026-04-08,2026-08-31,3,4,3,10,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST001090,67.0,3,232.81,2025-09-30,2026-06-25,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001091,225.0,5,389.23,2025-05-21,2026-01-18,2026-08-31,2,4,4,10,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST001092,553.0,1,33.6,2025-02-24,2025-02-24,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001093,228.0,2,143.99,2025-11-25,2026-01-15,2026-08-31,2,2,3,7,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001094,132.0,2,248.32,2025-12-21,2026-04-21,2026-08-31,3,2,4,9,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST001095,397.0,1,39.24,2025-07-30,2025-07-30,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001096,61.0,3,151.11,2026-03-17,2026-07-01,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001097,52.0,3,89.34,2026-03-30,2026-07-10,2026-08-31,4,3,2,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001098,569.0,2,72.11,2024-10-23,2025-02-08,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST001099,494.0,2,40.36,2025-02-25,2025-04-24,2026-08-31,1,2,1,4,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST001100,91.0,9,651.42,2024-09-06,2026-06-01,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001101,1.0,9,1263.91,2024-11-07,2026-08-30,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001102,125.0,2,46.230000000000004,2026-03-18,2026-04-28,2026-08-31,3,2,1,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST001103,538.0,1,44.25,2025-03-11,2025-03-11,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001104,390.0,2,158.92999999999998,2025-05-19,2025-08-06,2026-08-31,2,2,3,7,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001105,1.0,11,793.43,2024-11-16,2026-08-30,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001106,363.0,2,146.88,2025-08-01,2025-09-02,2026-08-31,2,2,3,7,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001107,59.0,9,719.65,2025-03-14,2026-07-03,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001108,43.0,4,192.23,2026-01-27,2026-07-19,2026-08-31,5,3,3,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001109,19.0,8,6489.0,2025-07-26,2026-08-12,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001110,62.0,14,1579.9,2024-11-05,2026-06-30,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001111,8.0,11,719.86,2025-05-23,2026-08-23,2026-08-31,5,5,4,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001112,39.0,2,108.18,2026-06-02,2026-07-23,2026-08-31,5,2,2,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001113,340.0,1,67.29,2025-09-25,2025-09-25,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST001114,644.0,1,12.26,2024-11-25,2024-11-25,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001115,43.0,13,8483.8,2024-10-18,2026-07-19,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001116,91.0,9,686.1,2024-12-28,2026-06-01,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001117,62.0,9,995.24,2025-02-07,2026-06-30,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001118,568.0,2,97.35,2024-10-23,2025-02-09,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST001119,94.0,6,483.8,2025-06-25,2026-05-29,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001120,511.0,1,21.12,2025-04-07,2025-04-07,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001121,634.0,1,50.69,2024-12-05,2024-12-05,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
